Id;sex;slh;hrd;age;cw;sire;dam
2605;2;1;3;404;214;64;456
2606;2;2;2;402;295;54;403
2607;2;1;5;409;222;73;363
2608;2;2;5;394;250; 5; 30
2609;2;3;3;394;205; 9;521
2610;2;2;3;406;234;65;332
2611;2;1;3;401;209;60;404
2612;2;1;3;391;203; 8; 46
2613;2;3;1;393;221;10;370
2614;2;3;3;395;211;59;377
2615;2;2;4;400;287; 5;320
2616;2;3;3;399;194;59;419
2617;2;1;5;399;222;10;535
2618;2;2;3;400;230; 3;470
2619;2;1;1;399;196;70; 15
2620;2;1;1;398;213; 3;393
2621;2;2;1;408;223;53;327
2622;2;1;5;396;217;51;388
2623;2;3;4;402;255;61;402
2624;2;2;4;400;285;63;344
2625;2;3;2;401;294;57;351
2626;2;2;3;393;217;10; 19
2627;2;2;4;404;283;75;465
2628;2;1;5;399;219; 5;365
2629;2;2;4;397;245; 2;331
2630;2;2;3;407;225;75; 41
2631;2;1;4;404;259;51;428
2632;2;2;1;396;205;74;465
2633;2;3;2;402;288; 6;507
2634;2;2;1;403;217;62;426
2635;2;3;5;398;221;56;373
2636;2;1;4;406;271; 1;370
2637;2;2;4;390;276;68;411
2638;2;2;4;400;288;53;346
2639;2;3;1;403;204;67;389
2640;2;3;3;399;221;68;523
2641;2;1;3;398;208; 9;456
2642;2;1;2;399;279;52; 17
2643;2;3;5;404;230;62;309
2644;2;3;2;402;289;74;396
2645;2;3;3;401;200;57;415
2646;2;3;4;398;286;52;393
2647;2;3;3;389;196;63;429
2648;2;2;5;404;245;10; 46
2649;2;2;4;406;296;67;505
2650;2;2;1;399;205;72;511
2651;2;3;1;399;195;68;408
2652;2;3;2;403;296;66;503
2653;2;3;3;392;210;10;523
2654;2;1;1;400;204;61;333
2655;2;2;5;405;232; 2;522
2656;2;1;1;396;180; 9;414
2657;2;1;3;403;209;66; 37
2658;2;2;5;406;239;53;421
2659;2;1;2;407;299; 8;440
2660;2;2;3;401;235;55;390
2661;2;2;1;402;230;55;546
2662;2;2;4;407;289;63;525
2663;2;3;5;393;223;58;497
2664;2;1;5;409;237;58;379
2665;2;3;5;393;216;54;481
2666;2;3;5;408;215;54;446
2667;2;2;2;398;310;74; 43
2668;2;3;1;396;181;71;484
2669;2;2;5;401;243;72;391
2670;2;2;4;398;274;73; 36
2671;2;2;3;406;243;59;522
2672;2;1;4;403;268; 7;497
2673;2;3;5;400;196;74;334
2674;2;2;1;396;215;59;418
2675;2;2;4;395;269; 3; 49
2676;2;2;4;400;274; 2;489
2677;2;1;2;399;293;62;470
2678;2;3;3;409;206;62; 49
2679;2;1;2;398;281; 9;547
2680;2;1;4;403;245; 4;518
2681;2;1;5;400;227;55;440
2682;2;2;5;408;243;67;514
2683;2;1;4;404;261;71;474
2684;2;1;2;400;286;70;461
2685;2;3;5;403;217;53;547
2686;2;1;4;394;251;67;466
2687;2;2;5;398;246;58;499
2688;2;3;5;404;212;54;357
2689;2;2;4;391;259; 5; 41
2690;2;2;4;415;284;68;524
2691;2;3;3;405;201;59; 45
2692;2;3;5;393;222;64;413
2693;2;1;1;402;194;72;375
2694;2;1;5;397;223;52;470
2695;2;1;1;405;191; 1; 11
2696;2;1;2;396;266; 4;524
2697;2;3;3;406;223;57;549
2698;2;1;2;401;303; 1;336
2699;2;2;5;403;233;71;421
2700;2;2;4;406;272; 4;359
2701;2;1;1;399;186; 2;319
2702;2;1;3;398;198;54;537
2703;2;3;4;398;259;62;452
2704;2;1;2;407;295;56;360
2705;2;2;2;396;304;68; 44
2706;2;3;2;410;302;72;466
2707;2;3;5;393;210; 7;361
2708;2;3;5;399;231;66;544
2709;2;3;5;393;220; 2;344
2710;2;1;2;395;286;53;389
2711;2;3;4;401;262;67;417
2712;2;3;1;393;196;66; 15
2713;2;2;5;392;242;59;430
2714;2;2;3;400;238; 3;394
2715;2;1;1;399;198; 7;413
2716;2;2;5;403;244;64;480
2717;2;2;1;395;206;66;512
2718;2;1;4;401;275;64;540
2719;2;2;2;403;302; 7;333
2720;2;3;4;403;247;73;424
2721;2;1;5;397;214;62;409
2722;2;2;1;411;220; 5;439
2723;2;2;5;397;235;62; 14
2724;2;2;3;398;230;73;458
2725;2;2;2;385;297;59;487
2726;2;3;2;407;299;59;486
2727;2;2;5;400;228;71;426
2728;2;3;3;398;211;52;433
2729;2;1;3;405;208; 3; 17
2730;2;1;5;390;200;65; 36
2731;2;2;1;399;214; 8;482
2732;2;3;2;413;297;51;415
2733;2;3;4;398;248;59; 39
2734;2;2;3;403;232; 3;438
2735;2;2;5;398;230;70;438
2736;2;1;5;409;217;73; 42
2737;2;1;3;391;184;75;420
2738;2;2;4;392;270;68;334
2739;2;3;1;402;212;74;418
2740;2;2;3;406;233; 2;410
2741;2;3;5;402;207;72;372
2742;2;1;4;405;257;74;341
2743;2;1;1;394;204; 7;446
2744;2;1;1;400;208;57;311
2745;2;1;5;398;194; 2;331
2746;2;2;4;406;268;57;528
2747;2;1;2;400;293;68; 41
2748;2;2;3;403;238;62; 31
2749;2;3;4;404;252; 5;357
2750;2;3;3;405;187;52;541
2751;2;2;5;399;255;10;491
2752;2;3;1;404;202;72; 26
2753;2;3;3;396;197;58; 31
2754;2;2;3;404;223; 3;433
2755;2;3;2;391;290;56;319
2756;2;3;5;390;208;60;394
2757;2;3;1;389;194;61;479
2758;2;2;4;402;287;66;323
2759;2;1;1;402;186; 4;530
2760;2;1;2;406;299; 9;481
2761;2;1;3;404;204;62;528
2762;2;1;5;399;210;55;520
2763;2;1;5;409;215; 5; 12
2764;2;2;5;404;231;59;531
2765;2;2;3;405;227;74;368
2766;2;3;2;398;293;55;339
2767;2;2;2;397;302;73; 19
2768;2;2;3;401;236;65;324
2769;2;1;5;398;223;64;388
2770;2;3;5;397;220;66; 34
2771;2;1;4;403;256; 2; 17
2772;2;2;3;409;234;68;410
2773;2;3;1;400;197;66;542
2774;2;2;2;402;318; 7;436
2775;2;1;1;410;200; 4;414
2776;2;1;4;393;259;61;459
2777;2;3;2;400;290;64;357
2778;2;1;2;397;268;53;468
2779;2;1;3;397;204;74;494
2780;2;2;1;398;216;72;369
2781;2;2;2;389;301; 7; 36
2782;2;3;3;401;230;61;311
2783;2;1;3;409;200;56; 32
2784;2;2;3;398;225;54;370
2785;2;1;4;393;249;62; 29
2786;2;1;4;394;266; 1;350
2787;2;1;4;400;260; 6; 34
2788;2;2;4;398;256;72;483
2789;2;2;2;391;300;66;413
2790;2;1;3;390;194; 2;431
2791;2;3;5;399;202;54;371
2792;2;1;5;409;216; 1; 12
2793;2;2;1;398;214;55;531
2794;2;1;1;397;197; 9;314
2795;2;1;3;406;218;61;477
2796;2;1;3;398;202; 1;304
2797;2;3;5;403;204;60;383
2798;2;1;4;397;251;56;502
2799;2;3;5;403;229;68;498
2800;2;2;3;410;232; 7;450
2801;2;2;5;401;240; 8;443
2802;2;2;4;404;271;51;511
2803;2;1;5;388;195; 6; 31
2804;2;3;2;397;268; 5;543
2805;2;3;5;391;209; 7;517
2806;2;3;4;397;255; 7;541
2807;2;2;5;397;239;71;332
2808;2;3;2;405;287; 7;442
2809;2;2;4;394;281; 8;488
2810;2;1;1;401;194;62;384
2811;2;2;5;401;252;54;410
2812;2;2;5;397;229;68;410
2813;2;1;5;406;225;56;362
2814;2;2;1;397;213;75;428
2815;2;2;2;405;313;61;517
2816;2;2;2;406;302;62;517
2817;2;1;5;401;207;72;436
2818;2;1;1;399;198; 4;428
2819;2;2;5;399;229; 3; 35
2820;2;2;1;392;218;56;540
2821;2;3;2;401;300;75;371
2822;2;1;1;403;182;58; 36
2823;2;1;2;409;276;51; 15
2824;2;3;5;400;219;57;381
2825;2;1;1;399;198;62;370
2826;2;1;3;391;188;71;308
2827;2;3;3;393;212;60;487
2828;2;2;4;407;283;71;477
2829;2;1;4;401;233;51;304
2830;2;1;5;393;217;65;391
2831;2;2;3;395;217;56;523
2832;2;1;4;410;262;63;347
2833;2;1;4;390;232; 4; 14
2834;2;3;3;396;205;64;538
2835;2;2;2;397;288;52; 50
2836;2;2;4;401;281;55; 34
2837;2;1;4;405;250;73;405
2838;2;3;4;399;260;74;384
2839;2;1;3;399;213;69;307
2840;2;2;3;411;246;61;349
2841;2;1;3;401;195;71;416
2842;2;2;4;407;279;72;359
2843;2;1;5;400;232;62;487
2844;2;1;5;399;225;64; 26
2845;2;1;4;404;237;65;310
2846;2;3;2;397;295; 9;336
2847;2;2;1;406;217;72;319
2848;2;2;4;396;292;63;383
2849;2;2;1;406;233;64;459
2850;2;2;4;387;255;55; 34
2851;2;1;2;395;280;56;307
2852;2;3;4;398;265;60;409
2853;2;2;3;400;235;57;529
2854;2;1;1;394;202;73;390
2855;2;2;4;396;280;62;399
2856;2;3;2;395;285;54;358
2857;2;3;2;398;270;63;384
2858;2;3;5;392;209;62;322
2859;2;2;3;410;251;61;353
2860;2;3;5;405;226;56;338
2861;2;3;5;400;203;57;336
2862;2;3;2;406;295;65;429
2863;2;1;4;406;261;54;468
2864;2;1;2;396;279;68;334
2865;2;2;1;410;222;57;438
2866;2;2;4;399;303;52;540
2867;2;1;5;402;209;71;313
2868;2;2;1;389;218;74;519
2869;2;1;3;399;207;69;434
2870;2;2;5;393;234;55;533
2871;2;3;1;397;185;57; 32
2872;2;2;3;400;222;64;476
2873;2;2;3;395;211; 5;468
2874;2;3;1;407;213;62;338
2875;2;1;3;409;200;10;453
2876;2;2;5;403;250;61;508
2877;2;1;1;400;196;70;513
2878;2;2;4;398;285;59; 30
2879;2;3;4;407;271; 2;498
2880;2;3;2;398;286; 6;445
2881;2;2;4;403;296;69;493
2882;2;1;4;396;246; 5;421
2883;2;1;3;398;190;73;511
2884;2;1;5;404;215; 2;526
2885;2;1;3;410;215;68;445
2886;2;3;1;398;220;72;403
2887;2;3;3;409;206;51;346
2888;2;1;1;405;198;52;435
2889;2;2;1;401;211;52;447
2890;2;2;1;402;225;61;310
2891;2;2;3;393;216;58;503
2892;2;1;5;405;231;69;444
2893;2;2;4;395;288;65;385
2894;2;2;5;406;239;70;453
2895;2;2;3;395;226;59;352
2896;2;1;3;409;211;69;424
2897;2;2;1;395;217;10; 17
2898;2;3;2;399;288;61;394
2899;2;3;5;396;225;62;413
2900;2;3;1;400;200;53;517
2901;2;1;2;403;287; 1;400
2902;2;3;1;400;205;74;401
2903;2;3;3;412;227;71;474
2904;2;2;1;397;215;69;380
2905;2;3;2;404;300; 3;534
2906;2;1;3;411;209; 4;308
2907;2;3;1;390;177; 9;394
2908;2;1;4;385;237; 8;481
2909;2;2;4;401;275;68;311
2910;2;2;5;393;251; 8;518
2911;2;3;4;406;274;75;455
2912;2;3;1;403;195;67;541
2913;2;2;5;396;235; 6;457
2914;2;2;4;407;288;73;504
2915;2;1;1;393;211;60;346
2916;2;2;5;395;223;74;528
2917;2;1;2;394;260;67; 24
2918;2;2;5;408;242;63;484
2919;2;2;1;399;219;53;351
2920;2;1;2;404;281;70;344
2921;2;1;5;407;225;51;330
2922;2;2;3;387;214; 9;444
2923;2;1;3;394;206;64; 43
2924;2;3;3;406;195; 2;386
2925;2;1;2;393;284; 2;398
2926;2;1;2;392;275;65;442
2927;2;1;2;403;310;64;304
2928;2;2;4;404;289;75;433
2929;2;2;5;391;221; 3;521
2930;2;2;5;401;238; 1;479
2931;2;3;5;400;207;56;339
2932;2;1;1;398;207; 3;332
2933;2;1;5;398;228; 7; 28
2934;2;1;4;403;266;54;529
2935;2;2;1;406;234; 5;542
2936;2;1;3;392;192;66;475
2937;2;1;3;397;215; 3; 17
2938;2;1;5;401;232; 3;482
2939;2;2;3;400;223; 6;379
2940;2;3;3;403;190;70;520
2941;2;2;5;399;244; 1;465
2942;2;2;5;406;239; 9;465
2943;2;1;5;395;210;53;463
2944;2;1;4;402;258; 6;463
2945;2;3;3;397;207;54;397
2946;2;2;5;415;250;66;406
2947;2;2;4;405;276;70; 11
2948;2;1;1;393;188;57;380
2949;2;1;5;407;214;63;524
2950;2;3;2;393;281;64;365
2951;2;3;5;398;227;55;416
2952;2;3;5;394;214;53;346
2953;2;2;4;412;291;55;439
2954;2;3;4;404;274;64;533
2955;2;2;1;400;224;67;455
2956;2;3;2;402;301;71;510
2957;2;3;4;403;264; 9;403
2958;2;3;3;399;214; 3;364
2959;2;3;5;410;240; 8;351
2960;2;2;5;396;232;10;408
2961;2;3;5;397;236;65;363
2962;2;3;1;401;205;62;520
2963;2;3;3;396;197;57;483
2964;2;3;2;402;292;73;499
2965;2;1;4;396;252;51;364
2966;2;3;3;409;199;57;490
2967;2;2;3;394;231;72;520
2968;2;1;1;409;200;56;304
2969;2;1;1;396;189;57;367
2970;2;2;1;401;213; 1;394
2971;2;2;3;392;203;68; 49
2972;2;2;2;401;297; 3;520
2973;2;3;5;409;236; 9;360
2974;2;2;5;413;255;66;489
2975;2;3;5;404;219;64;517
2976;2;2;1;399;213;10;506
2977;2;3;5;404;217; 8;529
2978;2;2;5;410;251;64;443
2979;2;1;4;391;249;61;411
2980;2;3;4;396;262;56;522
2981;2;2;5;392;216;52;480
2982;2;1;1;409;214;68;312
2983;2;1;3;394;196; 6;517
2984;2;3;5;399;211; 5;456
2985;2;2;2;394;304;54;372
2986;2;3;2;406;290;63;418
2987;2;2;1;399;232;67;346
2988;2;3;5;397;212;74;448
2989;2;1;3;396;218; 1;461
2990;2;2;3;393;212;74;482
2991;2;2;1;405;198;71;313
2992;2;2;2;410;313;71; 32
2993;2;3;3;407;210;73;509
2994;2;2;5;396;240;74;308
2995;2;2;3;401;243;64;330
2996;2;3;4;395;248;60; 15
2997;2;1;1;394;179;68;312
2998;2;3;4;395;239;62;343
2999;2;3;4;391;247; 3;510
3000;2;3;4;408;263;66;363
3001;2;2;3;404;231; 8; 28
3002;2;2;4;390;263;67;309
3003;2;3;2;407;293;57;359
3004;2;1;3;407;208;74;382
3005;2;1;4;405;264;73; 47
3006;2;3;5;398;208;53;516
3007;2;3;5;408;230;59;466
3008;2;1;4;401;258;75;384
3009;2;3;4;409;254; 6;461
3010;2;2;5;391;207;66; 48
3011;2;1;4;394;274; 2;472
3012;2;1;1;398;202; 1; 17
3013;2;3;1;402;198;65;534
3014;2;2;5;402;255;10;323
3015;2;2;4;406;269;52; 28
3016;2;2;5;397;248;58;389
3017;2;2;3;405;205;73;347
3018;2;3;4;405;267;51;400
3019;2;2;2;405;312;71;361
3020;2;1;3;399;205; 3;340
3021;2;3;3;397;193;68;311
3022;2;2;4;404;276;68;355
3023;2;2;5;410;253;57; 34
3024;2;3;5;403;214;61;446
3025;2;3;3;406;217; 3;454
3026;2;3;1;401;203; 1;453
3027;2;3;1;406;194;52;304
3028;2;1;3;412;215;74;534
3029;2;3;5;400;219;75;485
3030;2;3;3;394;203;55;516
3031;2;3;4;401;274;72;371
3032;2;2;2;393;303;73; 23
3033;2;1;5;400;217;72;385
3034;2;3;1;397;206;57;394
3035;2;3;3;393;217;60;314
3036;2;2;5;389;249;56;524
3037;2;3;4;399;279;64;324
3038;2;3;1;390;187;53;359
3039;2;1;3;405;195;53;379
3040;2;3;1;409;208;60; 24
3041;2;2;5;398;245;60;307
3042;2;1;1;399;200;65;378
3043;2;3;3;395;225; 4;328
3044;2;2;2;393;300; 4;481
3045;2;1;1;408;219;72;529
3046;2;1;5;400;216;60; 29
3047;2;1;3;397;207;71;464
3048;2;1;2;401;283; 9;373
3049;2;3;1;412;219;64;373
3050;2;2;4;409;306; 7;332
3051;2;3;1;402;197;10;425
3052;2;2;1;407;223; 4;338
3053;2;1;1;403;202; 3;363
3054;2;2;3;407;227;71;413
3055;2;1;4;394;274;58;489
3056;2;1;4;404;245;67;427
3057;2;2;5;401;246; 3;353
3058;2;1;2;401;278;56;382
3059;2;1;4;398;269;73; 16
3060;2;3;5;400;236;58;488
3061;2;1;1;406;199;58;445
3062;2;2;1;399;231;60;319
3063;2;3;1;399;197; 3; 38
3064;2;3;4;397;257;55;465
3065;2;2;3;400;230;75;540
3066;2;1;1;399;186; 1;354
3067;2;3;4;403;277;58;363
3068;2;1;4;400;274;59;428
3069;2;1;1;396;200;54; 28
3070;2;2;1;403;214;67; 23
3071;2;3;2;395;293;66; 39
3072;2;1;3;404;219; 2; 47
3073;2;1;4;402;249;72;350
3074;2;2;2;405;284;63;384
3075;2;2;3;409;233; 2;405
3076;2;3;2;398;300;65;482
3077;2;2;3;398;228;51;327
3078;2;3;4;411;291;64;494
3079;2;3;5;405;215;68;436
3080;2;3;2;404;316;55;495
3081;2;2;4;408;262; 1;307
3082;2;2;3;387;200;66;442
3083;2;1;1;395;199; 1;313
3084;2;2;1;397;217;54;464
3085;2;3;4;394;236;55; 15
3086;2;3;4;405;259;68;371
3087;2;2;5;404;245; 7; 47
3088;2;1;2;399;285;10; 32
3089;2;3;3;391;209; 7;485
3090;2;2;3;392;213;74;499
3091;2;2;4;392;280; 5; 19
3092;2;3;5;392;231; 6;390
3093;2;3;5;402;225; 8;526
3094;2;3;1;395;172;56;548
3095;2;3;5;393;232;60;408
3096;2;2;3;404;238; 3;434
3097;2;2;4;401;271;57;454
3098;2;1;4;402;248;75;541
3099;2;1;2;399;272; 8;380
3100;2;1;1;400;207;64;500
3101;2;3;4;408;253;10;468
3102;2;3;4;407;248;53;490
3103;2;1;1;405;199;57; 12
3104;2;1;1;401;198;65; 29
3105;2;1;1;401;192;10; 31
3106;2;1;1;407;196;68; 16
3107;2;1;5;398;214;58;309
3108;2;3;5;405;231;59;420
3109;2;1;4;402;250;58;535
3110;2;1;4;398;240;72; 22
3111;2;2;4;396;277;52;347
3112;2;3;1;388;171;65;390
3113;2;1;2;396;278;60;500
3114;2;2;2;393;297;70;324
3115;2;2;5;400;230;68;323
3116;2;2;4;403;279;74;320
3117;2;1;1;404;197;74;445
3118;2;2;2;413;324;69; 13
3119;2;2;5;390;233;75;483
3120;2;2;2;397;310; 7; 20
3121;2;1;3;402;195; 4;483
3122;2;2;2;393;310;56;470
3123;2;1;3;401;222;68;415
3124;2;1;2;405;281;52;490
3125;2;2;1;393;220;58;423
3126;2;2;4;404;277; 3;355
3127;2;3;4;396;260; 7;483
3128;2;2;5;403;232;63;401
3129;2;1;1;382;198; 6;489
3130;2;1;5;403;204;72; 27
3131;2;3;2;404;281;70;305
3132;2;2;5;399;229;56;357
3133;2;2;3;396;222;70;417
3134;2;3;3;398;224;72;534
3135;2;1;3;398;197;74; 50
3136;2;1;5;401;215;72; 26
3137;2;2;4;394;277;58;490
3138;2;3;2;407;305; 4;333
3139;2;2;3;389;224;52;382
3140;2;2;3;405;234; 6;537
3141;2;2;5;398;234;55;532
3142;2;1;1;400;189;53;366
3143;2;1;3;397;215;56;447
3144;2;2;3;405;224;75;453
3145;2;2;2;396;290;65;521
3146;2;1;3;401;217;64;375
3147;2;2;2;391;292;73; 12
3148;2;3;1;401;201;53;412
3149;2;1;5;405;208;67;506
3150;2;1;1;405;197;56;513
3151;2;2;2;394;303; 6; 45
3152;2;3;2;400;295;67;434
3153;2;1;4;406;263;55;340
3154;2;3;1;410;200;65;427
3155;2;3;5;388;221;61;326
3156;2;3;1;389;191; 3;386
3157;2;3;2;397;290; 4;321
3158;2;2;2;411;317;73;481
3159;2;3;1;398;188;72;511
3160;2;1;1;401;206; 2; 14
3161;2;3;2;396;283; 8; 45
3162;2;3;1;396;191;63; 24
3163;2;2;3;405;227;56;442
3164;2;3;1;391;185;62;531
3165;2;1;4;405;270;55;513
3166;2;2;3;403;236; 2;358
3167;2;1;2;403;286; 6; 12
3168;2;3;5;396;228; 4;547
3169;2;1;4;414;242;60;401
3170;2;2;5;405;248; 8; 25
3171;2;2;4;403;281; 9; 46
3172;2;1;4;410;252;55;420
3173;2;1;4;391;239;60;390
3174;2;2;3;398;219;72;443
3175;2;1;5;402;215;67;359
3176;2;1;4;401;251;58;307
3177;2;3;2;402;302; 3;351
3178;2;3;5;399;220;62;350
3179;2;1;4;405;250;51;522
3180;2;3;5;403;212;53;349
3181;2;1;3;406;214;52;308
3182;2;3;3;399;208;62;524
3183;2;3;3;397;186;51;385
3184;2;3;1;399;192;61;334
3185;2;2;1;404;225;63; 14
3186;2;1;1;394;210;61;486
3187;2;2;3;402;224;67; 15
3188;2;3;3;397;221;69;458
3189;2;3;2;399;277; 5; 47
3190;2;1;3;400;218;70;346
3191;2;1;3;395;202; 5;381
3192;2;2;2;397;304;10;341
3193;2;2;4;398;285; 6;328
3194;2;1;4;396;251;74;341
3195;2;2;3;385;216;59;409
3196;2;3;3;393;200;73;516
3197;2;3;1;392;200;61; 21
3198;2;1;5;401;219;74;383
3199;2;3;3;399;202;71;468
3200;2;2;5;397;250; 4;427
3201;2;3;3;399;212;54;371
3202;2;1;3;410;218;52;542
3203;2;3;2;396;286;64;401
3204;2;3;1;403;207;10;363
3205;2;3;4;398;257; 6;427
3206;2;2;4;397;277;55; 17
3207;2;3;3;397;213;66;520
3208;2;2;5;394;229;70;370
3209;2;3;2;403;275;51;520
3210;2;3;1;405;202;73;436
3211;2;3;4;403;245;53;426
3212;2;1;3;404;200;71;464
3213;2;2;2;405;314; 4;391
3214;2;3;5;395;211; 5;466
3215;2;3;1;401;210;72;320
3216;2;3;5;401;204;54; 23
3217;2;3;2;392;271;53;440
3218;2;1;3;401;193;72;470
3219;2;2;1;408;216;65;468
3220;2;1;5;403;210;10;530
3221;2;3;3;402;216;61;388
3222;2;1;2;397;281;57;388
3223;2;3;3;400;193;60;377
3224;2;3;5;396;211; 7;339
3225;2;2;2;408;323;58;357
3226;2;2;3;390;193;74;325
3227;2;1;5;407;234;54;400
3228;2;3;4;398;251;75; 43
3229;2;2;3;407;226;59; 47
3230;2;1;4;405;257;73; 30
3231;2;2;1;397;222;53;504
3232;2;1;2;407;282;56;426
3233;2;2;3;393;211;57;378
3234;2;1;1;402;205;66;541
3235;2;3;5;402;235;67;522
3236;2;2;3;392;223;66;417
3237;2;2;1;400;234; 4;351
3238;2;2;5;404;241;10;332
3239;2;2;3;410;223;58;364
3240;2;3;1;411;203;67;505
3241;2;1;3;395;204; 4;319
3242;2;2;2;391;320;53;447
3243;2;2;3;405;224; 4;532
3244;2;3;2;405;314;59;344
3245;2;1;2;407;261;51;443
3246;2;2;2;400;289;10;398
3247;2;1;3;405;211;75;531
3248;2;1;5;399;199;72;461
3249;2;1;1;402;188;53;410
3250;2;2;2;400;314;52;460
3251;2;1;3;407;221;67;348
3252;2;3;1;407;203;62;394
3253;2;1;5;413;206;57;545
3254;2;3;3;404;199;60;459
3255;2;1;1;403;193;70;469
3256;2;2;3;410;250; 1; 40
3257;2;3;2;398;271;70;463
3258;2;3;1;397;192; 2;345
3259;2;1;4;394;255;57;526
3260;2;1;3;406;217;71;311
3261;2;2;5;402;252;61;536
3262;2;2;5;399;232;53;389
3263;2;3;5;404;213; 4;538
3264;2;2;5;389;246;60;458
3265;2;3;3;397;212;70;429
3266;2;1;5;397;225;64;397
3267;2;2;3;393;224;60;356
3268;2;1;5;405;217;67;519
3269;2;1;1;394;165; 3;310
3270;2;2;2;408;320; 1;423
3271;2;1;3;405;202;57;448
3272;2;1;3;402;196;62;337
3273;2;3;1;402;200;67;415
3274;2;1;4;397;253;65;449
3275;2;2;3;396;204; 6;462
3276;2;3;1;394;194;61;395
3277;2;2;4;398;274;68;443
3278;2;2;5;389;239; 4; 17
3279;2;2;4;394;274;75;317
3280;2;2;1;408;229;56;313
3281;2;2;4;407;278;51;431
3282;2;1;5;398;220; 3;373
3283;2;3;2;402;282;59;481
3284;2;1;5;401;237; 2;466
3285;2;1;1;401;195;69;337
3286;2;3;3;394;194;62;312
3287;2;1;2;404;298;74;413
3288;2;1;1;398;185;63;472
3289;2;3;2;399;276; 2;409
3290;2;3;2;401;286; 9;345
3291;2;3;3;391;205; 8; 39
3292;2;1;4;403;256; 5;371
3293;2;1;4;388;254;75;474
3294;2;3;5;401;228;65;498
3295;2;2;3;400;214; 7;384
3296;2;3;5;398;214; 4;459
3297;2;3;1;398;198; 6;458
3298;2;1;4;395;247; 9;520
3299;2;3;5;392;216;10; 29
3300;2;3;3;404;223;69;392
3301;2;2;1;394;215;57;423
3302;2;3;4;403;268; 3;547
3303;2;3;4;393;259; 4;425
3304;2;2;1;405;213;51;426
3305;2;3;2;394;274;73;462
3306;2;3;5;402;222;70;534
3307;2;1;4;403;278;58;383
3308;2;1;4;408;247;70;528
3309;2;2;1;401;212; 6;472
3310;2;1;2;402;285;64;521
3311;2;3;2;404;282;73; 43
3312;2;2;2;397;293;70; 29
3313;2;3;2;395;287;71;388
3314;2;1;1;397;191;51; 31
3315;2;1;2;394;288;63;380
3316;2;1;3;396;226;61;314
3317;2;1;5;401;216; 5;469
3318;2;2;2;400;293;68;532
3319;2;2;1;391;206;52;487
3320;2;1;3;397;200; 9; 20
3321;2;3;4;396;239; 6;495
3322;2;1;5;397;203;67;544
3323;2;2;5;408;251;51;494
3324;2;3;1;401;208;62;381
3325;2;3;4;395;255;52; 23
3326;2;3;2;396;287;75;523
3327;2;1;5;394;228; 9;403
3328;2;1;5;402;226;64;484
3329;2;2;2;407;303;58;315
3330;2;1;4;410;262; 7;393
3331;2;3;1;398;187;10;384
3332;2;1;1;410;194;52;376
3333;2;3;4;401;270; 4;302
3334;2;3;2;401;297;71;536
3335;2;1;5;396;216;52;326
3336;2;2;2;403;310; 9;440
3337;2;1;5;385;196;68;407
3338;2;2;5;396;228; 4;485
3339;2;2;4;400;266; 6;388
3340;2;1;5;399;226;54;442
3341;2;2;3;402;237; 6;382
3342;2;3;4;406;263; 4;463
3343;2;1;4;402;260; 8;392
3344;2;1;2;401;294;55;476
3345;2;2;3;401;221;53;545
3346;2;2;3;392;233;67;502
3347;2;2;3;409;237;61;532
3348;2;3;2;397;284; 1;462
3349;2;3;2;410;286;65;313
3350;2;3;3;396;211;51;459
3351;2;1;2;403;294;58;433
3352;2;1;2;390;280;69;482
3353;2;2;5;405;257; 4;503
3354;2;3;4;397;257; 5;314
3355;2;3;4;403;268;71;492
3356;2;2;5;391;232;71;320
3357;2;3;1;390;200; 2;409
3358;2;3;4;395;251;59;507
3359;2;3;2;397;297; 6;312
3360;2;2;3;398;229;66; 23
3361;2;1;1;403;196; 9;414
3362;2;2;3;402;214;68;544
3363;2;2;3;400;250; 8;489
3364;2;2;1;391;201;59;434
3365;2;2;1;402;202;53;350
3366;2;1;3;393;213;57;520
3367;2;1;3;398;209; 1; 36
3368;2;3;4;400;269; 7;507
3369;2;3;4;385;232; 5;527
3370;2;3;1;406;188;54; 24
3371;2;2;3;400;231;52;497
3372;2;3;2;403;297;66;547
3373;2;1;3;404;210;63;452
3374;2;2;5;402;248; 6; 23
3375;2;3;5;398;237;74;394
3376;2;2;2;392;302;53;449
3377;2;1;1;406;215; 6;452
3378;2;2;3;396;207; 9;324
3379;2;2;2;394;299;60;398
3380;2;3;1;401;209;65;457
3381;2;3;1;397;210; 9;416
3382;2;3;5;411;233; 9;504
3383;2;3;3;400;211;66;444
3384;2;2;2;410;312;62;384
3385;2;2;5;401;237; 5;344
3386;2;2;5;406;252;63;397
3387;2;3;3;395;198;73;507
3388;2;3;2;410;305; 3;550
3389;2;3;5;398;226; 8;381
3390;2;3;5;404;202;62;308
3391;2;1;4;407;275;73;535
3392;2;1;2;401;282; 3;331
3393;2;3;2;403;290; 4;464
3394;2;1;1;393;182; 1;385
3395;2;3;5;396;203;53;345
3396;2;1;2;402;272; 5;527
3397;2;3;1;403;204; 5;508
3398;2;2;1;406;224;67;348
3399;2;2;2;409;307;55;419
3400;2;3;5;403;224;10;399
3401;2;2;3;398;222;74;377
3402;2;1;1;407;221;61;444
3403;2;3;4;393;255;72;385
3404;2;3;5;399;219; 6;537
3405;2;3;5;396;220; 2;535
3406;2;2;5;407;243;54;516
